company,links,address,telephone,email,open,description,contacts,Cod_Fiscal,product_service,key_words,activity,service_area,opening_hours,payment_method,company_logo,photo_and_vid_gallary
PROCUREMENT CONSULTING TRADING SERVICES S.R.L.,https://www.paginiaurii.ro//companii/GALA%C5%A2I/L4351498/PROCUREMENT+CONSULTING+TRADING+SERVICES+S.R.L./,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
TRUST ADVERTISING SRL,"https://www.paginiaurii.ro//companii/2,+BUCURE%C5%9ETI/L4533656/TRUST+ADVERTISING+SRL/","BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
CONSAGRA S.R.L.,https://www.paginiaurii.ro//companii/IA%C5%9EI/L4439630/CONSAGRA+S.R.L./,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
GAMINVEST SRL,https://www.paginiaurii.ro//companii/ORADEA/L4393401/GAMINVEST+SRL/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
ASTE VAL PRO S.R.L.,"https://www.paginiaurii.ro//companii/Sector+3,+BUCURE%C5%9ETI/L4427773/ASTE+VAL+PRO+S.R.L./","BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
PROGRESS ADVISORY ROMANIA SRL,https://www.paginiaurii.ro//companii/CLUJ-NAPOCA/L4327741/PROGRESS+ADVISORY+ROMANIA+SRL/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
COUNT BUSINESS SRL,https://www.paginiaurii.ro//companii/BAIA+MARE/L4559489/COUNT+BUSINESS+SRL/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
DIG PRODCOM S.R.L.,https://www.paginiaurii.ro//companii/BUCURE%C5%9ETI/L4379260/DIG+PRODCOM+S.R.L./,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
EMCT ROMÂNIA,"https://www.paginiaurii.ro//companii/Sector+2,+BUCURE%C5%9ETI/L4425513/EMCT+ROM%C3%82NIA/","BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
ANDERSSEN CONSULTING GROUP SRL,https://www.paginiaurii.ro//companii/IA%C5%9EI/L4383566/ANDERSSEN+CONSULTING+GROUP+SRL/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
JURIDIC MG CONSULTING SRL,https://www.paginiaurii.ro//companii/C%C3%82MPIA+TURZII/L4482110/JURIDIC+MG+CONSULTING+SRL/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
FONDUL NAŢIONAL DE GARANTARE A CREDITELOR PT. IMM-URI,https://www.paginiaurii.ro//companii/T%C3%82RGU+MURE%C5%9E/L4525092/FONDUL+NA%C5%A2IONAL+DE+GARANTARE+A+CREDITELOR+PT.+IMM-URI/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
SMART GROUP SOLUTIONS - FINANŢĂRI NERAMBURSABILE,https://www.paginiaurii.ro//companii/FOC%C5%9EANI/L4343341/SMART+GROUP+SOLUTIONS+-+FINAN%C5%A2%C4%82RI+NERAMBURSABILE/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
PROXPERT CONSULTING,https://www.paginiaurii.ro//companii/CLUJ-NAPOCA/L4379565/PROXPERT+CONSULTING/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
BURSA ROMANA DE AFACERI SA,"https://www.paginiaurii.ro//companii/2,+BUCURE%C5%9ETI/L4390860/BURSA+ROMANA+DE+AFACERI+SA/","BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
COLEFF CONSULTING SRL,https://www.paginiaurii.ro//companii/SATU+MARE/L4473193/COLEFF+CONSULTING+SRL/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
PINTILIE CLAUDIU,https://www.paginiaurii.ro//companii/IA%C5%9EI/L4397610/PINTILIE+CLAUDIU/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
EDLAND S.A.,https://www.paginiaurii.ro//companii/BUCURE%C5%9ETI/L4523461/EDLAND+S.A./,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
ARIAL & PARTNERS S.R.L.,https://www.paginiaurii.ro//companii/ORADEA/L4466716/ARIAL+%26+PARTNERS+S.R.L./,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
MULTISERV & CONSULT S.R.L.,https://www.paginiaurii.ro//companii/CONSTAN%C5%A2A/L4460181/MULTISERV+%26+CONSULT+S.R.L./,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
CAPRICIU S.R.L.,https://www.paginiaurii.ro//companii/SUCEAVA/L4429810/CAPRICIU+S.R.L./,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
OCTOGON S.R.L.,https://www.paginiaurii.ro//companii/SATU+MARE/L4373564/OCTOGON+S.R.L./,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
QUIZ INVESTMENT,"https://www.paginiaurii.ro//companii/Sector+1,+BUCURE%C5%9ETI/L4346819/QUIZ+INVESTMENT/","BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
BIIC HARGHITA,https://www.paginiaurii.ro//companii/MIERCUREA+CIUC/L4541945/BIIC+HARGHITA/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
CEMI CONSULTING S.R.L.,"https://www.paginiaurii.ro//companii/Sector+1,+BUCURE%C5%9ETI/L4490171/CEMI+CONSULTING+S.R.L./","BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
ECOLOGIC 3R SA,https://www.paginiaurii.ro//companii/BR%C4%82ILA/L4543831/ECOLOGIC+3R+SA/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
SALT CONSULTING S.R.L.,https://www.paginiaurii.ro//companii/BRA%C5%9EOV/L4383937/SALT+CONSULTING+S.R.L./,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
DUFIL PROJECT&CONSULTING S.R.L.,https://www.paginiaurii.ro//companii/BAIA+MARE/L4315827/DUFIL+PROJECT%26CONSULTING+S.R.L./,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
R.T.P. GRAVITAS SERVCOM SRL,"https://www.paginiaurii.ro//companii/1,+BUCURE%C5%9ETI/L4500290/R.T.P.+GRAVITAS+SERVCOM+SRL/","BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
